1	0.0005	1.43E+12	
2	0.010508 1.40E+12	
3	0.020516 1.38E+12	
4	0.030524 1.35E+12	
5	0.040532 1.32E+12	
6	0.05054	1.29E+12	
7	0.060548 1.27E+12	
8	0.070555 1.24E+12	
9	0.080563 1.21E+12	
10	0.090571 1.18E+12	
11	0.10058	1.16E+12	
12	0.11059	1.13E+12	
13	0.1206	1.10E+12	
14	0.1306	1.08E+12	
15	0.14061	1.05E+12	
16	0.15062	1.02E+12	
17	0.16063	9.94E+11	
18	0.17063	9.67E+11	
19	0.18064	9.40E+11	
20	0.19065	9.12E+11	
21	0.20066	8.85E+11	
22	0.21067	8.58E+11	
23	0.22067	8.31E+11	
24	0.23068	8.04E+11	
25	0.24069	7.76E+11	
26	0.2507	7.49E+11	
27	0.26071	7.22E+11	
28	0.27071	6.95E+11	
29	0.28072	6.67E+11	
30	0.29073	6.40E+11	
31	0.30074	6.13E+11	
32	0.31075	5.86E+11	
33	0.32075	5.58E+11	
34	0.33076	5.31E+11	
35	0.34077	5.04E+11	
36	0.35078	4.77E+11	
37	0.36079	4.49E+11	
38	0.37079	4.22E+11	
39	0.3808	3.95E+11	
40	0.39081	3.68E+11	
41	0.40082	3.41E+11	
42	0.41082	3.13E+11	
43	0.42083	2.86E+11	
44	0.43084	2.59E+11	
45	0.44085	2.32E+11	
46	0.45086	2.04E+11	
47	0.46086	1.77E+11	
48	0.47087	1.50E+11	
49	0.48088	1.23E+11	
50	0.49089	9.55E+10	
51	0.5009	6.82E+10	
52	0.5109	4.10E+10	
53	0.52091	1.43E+10	
54	0.53092	1.23E+10	
55	0.54093	1.03E+10	
56	0.55094	8.38E+09	
57	0.56094	6.48E+09	
58	0.57095	4.99E+09	
59	0.58096	3.52E+09	
60	0.59097	2.76E+09	
61	0.60098	2.01E+09	
62	0.61098	1.81E+09	
63	0.62099	1.62E+09	
64	0.631	1.41E+09	
65	0.64101	1.20E+09	
66	0.65102	9.99E+08	
67	0.66102	8.01E+08	
68	0.67103	6.42E+08	
69	0.68104	4.86E+08	
70	0.69105	4.00E+08	
71	0.70105	3.15E+08	
72	0.71106	2.86E+08	
73	0.72107	2.57E+08	
74	0.73108	2.26E+08	
75	0.74109	1.95E+08	
76	0.75109	1.66E+08	
77	0.7611	1.37E+08	
78	0.77111	1.14E+08	
79	0.78112	9.03E+07	
80	0.79113	7.68E+07	
81	0.80113	6.34E+07	
82	0.81114	5.78E+07	
83	0.82115	5.22E+07	
84	0.83116	4.64E+07	
85	0.84117	4.06E+07	
86	0.85117	3.51E+07	
87	0.86118	2.97E+07	
88	0.87119	2.52E+07	
89	0.8812	2.08E+07	
90	0.89121	1.81E+07	
91	0.90121	1.54E+07	
92	0.91122	1.41E+07	
93	0.92123	1.28E+07	
94	0.93124	1.15E+07	
95	0.94124	1.02E+07	
96	0.95125	8.93E+06	
97	0.96126	7.69E+06	
98	0.97127	6.66E+06	
99	0.98128	5.65E+06	
100	0.99128	5.00E+06	
101	1.0013	4.35E+06	
102	1.0113	4.00E+06	
103	1.0213	3.65E+06	
104	1.0313	3.30E+06	
105	1.0413	2.95E+06	
106	1.0513	2.62E+06	
107	1.0613	2.29E+06	
108	1.0713	2.02E+06	
109	1.0814	1.75E+06	
110	1.0914	1.57E+06	
111	1.1014	1.39E+06	
112	1.1114	1.28E+06	
113	1.1214	1.17E+06	
114	1.1314	1.07E+06	
115	1.1414	9.63E+05	
116	1.1514	8.64E+05	
117	1.1614	7.66E+05	
118	1.1714	6.83E+05	
119	1.1814	6.01E+05	
120	1.1914	5.44E+05	
121	1.2015	4.87E+05	
122	1.2115	4.52E+05	
123	1.2215	4.16E+05	
124	1.2315	3.81E+05	
125	1.2415	3.46E+05	
126	1.2515	3.14E+05	
127	1.2615	2.81E+05	
128	1.2715	2.53E+05	
129	1.2815	2.26E+05	
130	1.2915	2.06E+05	
131	1.3015	1.86E+05	
132	1.3115	1.73E+05	
133	1.3215	1.60E+05	
134	1.3316	1.48E+05	
135	1.3416	1.35E+05	
136	1.3516	1.23E+05	
137	1.3616	1.11E+05	
138	1.3716	1.01E+05	
139	1.3816	91311	
140	1.3916	83828	
141	1.4016	76474	
142	1.4116	71401	
143	1.4216	66335	
144	1.4316	61390	
145	1.4416	56464	
146	1.4516	51840	
147	1.4617	47252	
148	1.4717	43271	
149	1.4817	39346	
150	1.4917	36333	
151	1.5017	33372	
152	1.5117	31254	
153	1.5217	29140	
154	1.5317	27088	
155	1.5417	25043	
156	1.5517	23123	
157	1.5617	21218	
158	1.5717	19553	
159	1.5818	17911	
160	1.5918	16623	
161	1.6018	15356	
162	1.6118	14423	
163	1.6218	13492	
164	1.6318	12591	
165	1.6418	11694	
166	1.6518	10851	
167	1.6618	10016	
168	1.6718	9279.5	
169	1.6818	8553.4	
170	1.6918	7973	
171	1.7018	7402.2	
172	1.7119	6970.6	
173	1.7219	6540.2	
174	1.7319	6125.4	
175	1.7419	5712.3	
176	1.7519	5323.9	
177	1.7619	4938.6	
178	1.7719	4597.2	
179	1.7819	4260.3	
180	1.7919	3986.4	
181	1.8019	3717	
182	1.8119	3508.9	
183	1.8219	3301.3	
184	1.8319	3101.8	
185	1.842	2903.2	
186	1.852	2716.2	
187	1.862	2530.8	
188	1.872	2365.5	
189	1.882	2202.4	
190	1.892	2067.8	
191	1.902	1935.3	
192	1.912	1831	
193	1.922	1727.1	
194	1.932	1627.4	
195	1.942	1528.2	
196	1.952	1434.6	
197	1.9621	1341.9	
198	1.9721	1258.8	
199	1.9821	1176.7	
200	1.9921	1108.1	
201	2.0021	1040.6	
202	2.0121	986.54	
203	2.0221	932.67	
204	2.0321	881.12	
205	2.0421	829.81	
206	2.0521	781.4	
207	2.0621	733.4	
208	2.0721	690.13	
209	2.0821	647.43	
210	2.0922	611.31	
211	2.1022	575.77	
212	2.1122	546.88	
213	2.1222	518.11	
214	2.1322	490.61	
215	2.1422	463.24	
216	2.1522	437.4	
217	2.1622	411.77	
218	2.1722	388.56	
219	2.1822	365.65	
220	2.1922	346.07	
221	2.2022	326.8	
222	2.2123	310.94	
223	2.2223	295.14	
224	2.2323	280.06	
225	2.2423	265.05	
226	2.2523	250.87	
227	2.2623	236.8	
228	2.2723	224	
229	2.2823	211.37	
230	2.2923	200.47	
231	2.3023	189.74	
232	2.3123	180.82	
233	2.3223	171.93	
234	2.3323	163.44	
235	2.3424	155	
236	2.3524	147.02	
237	2.3624	139.1	
238	2.3724	131.87	
239	2.3824	124.73	
240	2.3924	118.51	
241	2.4024	112.4	
242	2.4124	107.26	
243	2.4224	102.15	
244	2.4324	97.267	
245	2.4424	92.412	
246	2.4524	87.813	
247	2.4624	83.257	
248	2.4725	79.081	
249	2.4825	74.953	
250	2.4925	71.332	
251	2.5025	67.771	
252	2.5125	64.752	
253	2.5225	61.749	
254	2.5325	58.885	
